# Clip ID (Unique, used only internally); Clip Prefix (Unique); Video Session; Starting Time (ms);  Ending Time (ms); Action Label; Verb Label; Noun Label(s)
1; P05-R01-PastaSalad-583261-586055; P05-R01-PastaSalad; 583261; 586055; Cut tomato; Cut; tomato
10728; P06-R02-TurkeySandwich-139343-141104; P06-R02-TurkeySandwich; 139343; 141104; Take cutting_board; Take; cutting_board
10729; P08-R01-PastaSalad-1155281-1157781; P08-R01-PastaSalad; 1155281; 1157781; Open cabinet; Open; cabinet
10730; OP02-R03-BaconAndEggs-756609-764618; OP02-R03-BaconAndEggs; 756609; 764618; Spread condiment,bread,eating_utensil; Spread; condiment,bread,eating_utensil
10731; P20-R03-BaconAndEggs-1159407-1161059; P20-R03-BaconAndEggs; 1159407; 1161059; Wash eating_utensil; Wash; eating_utensil
10733; P02-R01-PastaSalad-185972-187023; P02-R01-PastaSalad; 185972; 187023; Take tomato_container; Take; tomato_container
10734; OP06-R04-ContinentalBreakfast-159405-162635; OP06-R04-ContinentalBreakfast; 159405; 162635; Operate stove; Operate; stove
10735; OP06-R02-TurkeySandwich-444200-446330; OP06-R02-TurkeySandwich; 444200; 446330; Put condiment_container; Put; condiment_container
10736; P13-R01-PastaSalad-1850948-1851990; P13-R01-PastaSalad; 1850948; 1851990; Inspect/Read recipe; Inspect/Read; recipe
10737; P24-R03-BaconAndEggs-865470-866472; P24-R03-BaconAndEggs; 865470; 866472; Mix egg; Mix; egg
10738; P03-R01-PastaSalad-2322017-2322638; P03-R01-PastaSalad; 2322017; 2322638; Put condiment_container; Put; condiment_container
10739; P02-R03-BaconAndEggs-1051606-1063579; P02-R03-BaconAndEggs; 1051606; 1063579; Clean/Wipe pan; Clean/Wipe; pan
10740; P05-R02-TurkeySandwich-230248-231290; P05-R02-TurkeySandwich; 230248; 231290; Put tomato; Put; tomato
10741; P09-R01-PastaSalad-256314-257103; P09-R01-PastaSalad; 256314; 257103; Open fridge; Open; fridge
10742; P07-R01-PastaSalad-1137095-1139685; P07-R01-PastaSalad; 1137095; 1139685; Inspect/Read pasta; Inspect/Read; pasta
10743; P25-R06-GreekSalad-840179-841763; P25-R06-GreekSalad; 840179; 841763; Open fridge; Open; fridge
10744; P12-R01-PastaSalad-450764-453500; P12-R01-PastaSalad; 450764; 453500; Open pasta_container; Open; pasta_container
10745; P08-R01-PastaSalad-766193-767604; P08-R01-PastaSalad; 766193; 767604; Cut cucumber; Cut; cucumber
10746; P02-R05-Cheeseburger-399015-399655; P02-R05-Cheeseburger; 399015; 399655; Inspect/Read window; Inspect/Read; window
10747; P18-R04-ContinentalBreakfast-158511-160057; P18-R04-ContinentalBreakfast; 158511; 160057; Open microwave; Open; microwave
10748; P05-R01-PastaSalad-410560-417296; P05-R01-PastaSalad; 410560; 417296; Inspect/Read recipe; Inspect/Read; recipe
10749; P22-R03-BaconAndEggs-2080091-2081800; P22-R03-BaconAndEggs; 2080091; 2081800; Pour washing_liquid,washing_liquid_container,pan; Pour; washing_liquid,washing_liquid_container,pan
10750; P02-R01-PastaSalad-1399674-1409279; P02-R01-PastaSalad; 1399674; 1409279; Mix salad; Mix; salad
10751; P23-R03-BaconAndEggs-2191385-2192542; P23-R03-BaconAndEggs; 2191385; 2192542; Take sponge; Take; sponge
10752; OP04-R04-ContinentalBreakfast-284519-289727; OP04-R04-ContinentalBreakfast; 284519; 289727; Mix condiment,eating_utensil; Mix; condiment,eating_utensil
10753; OP02-R04-ContinentalBreakfast-313080-315880; OP02-R04-ContinentalBreakfast; 313080; 315880; Open cereal_container; Open; cereal_container
10754; P02-R05-Cheeseburger-536500-538080; P02-R05-Cheeseburger; 536500; 538080; Open condiment_container; Open; condiment_container
10755; P15-R01-PastaSalad-915963-917263; P15-R01-PastaSalad; 915963; 917263; Put bell_pepper; Put; bell_pepper
10756; OP04-R03-BaconAndEggs-773379-775412; OP04-R03-BaconAndEggs; 773379; 775412; Take condiment_container; Take; condiment_container
10757; OP02-R04-ContinentalBreakfast-100680-102200; OP02-R04-ContinentalBreakfast; 100680; 102200; Put plate; Put; plate
10758; P01-R01-PastaSalad-1250275-1255683; P01-R01-PastaSalad; 1250275; 1255683; Pour condiment,condiment_container,salad; Pour; condiment,condiment_container,salad
10759; P14-R01-PastaSalad-1468812-1473908; P14-R01-PastaSalad; 1468812; 1473908; Open storage_container_container; Open; storage_container_container
10760; OP03-R06-GreekSalad-286980-289870; OP03-R06-GreekSalad; 286980; 289870; Take vegetable_container; Take; vegetable_container
10762; P01-R01-PastaSalad-954761-956317; P01-R01-PastaSalad; 954761; 956317; Open sink; Open; sink
10763; P19-R03-BaconAndEggs-483229-485948; P19-R03-BaconAndEggs; 483229; 485948; Open cabinet; Open; cabinet
10764; P10-R01-PastaSalad-308279-309879; P10-R01-PastaSalad; 308279; 309879; Inspect/Read recipe; Inspect/Read; recipe
10765; P13-R01-PastaSalad-320051-331711; P13-R01-PastaSalad; 320051; 331711; Inspect/Read recipe; Inspect/Read; recipe
10766; OP04-R01-PastaSalad-121740-123690; OP04-R01-PastaSalad; 121740; 123690; Put tomato_container; Put; tomato_container
10767; P09-R01-PastaSalad-1825070-1826588; P09-R01-PastaSalad; 1825070; 1826588; Put trash,trash_container; Put; trash,trash_container
10769; P01-R02-TurkeySandwich-50100-59600; P01-R02-TurkeySandwich; 50100; 59600; Inspect/Read recipe; Inspect/Read; recipe
10770; P16-R03-BaconAndEggs-433143-435143; P16-R03-BaconAndEggs; 433143; 435143; Take coffee_container; Take; coffee_container
10772; OP03-R03-BaconAndEggs-544066-560581; OP03-R03-BaconAndEggs; 544066; 560581; Move Around chicken,cooking_utensil; Move Around; chicken,cooking_utensil
10773; P07-R01-PastaSalad-656245-658660; P07-R01-PastaSalad; 656245; 658660; Take seasoning_container; Take; seasoning_container
10774; P13-R01-PastaSalad-153347-157344; P13-R01-PastaSalad; 153347; 157344; Take dishwasher; Take; dishwasher
10775; P20-R03-BaconAndEggs-765483-769227; P20-R03-BaconAndEggs; 765483; 769227; Move Around patty_container; Move Around; patty_container
10776; P19-R04-ContinentalBreakfast-549986-551997; P19-R04-ContinentalBreakfast; 549986; 551997; Pour water,bowl,sink; Pour; water,bowl,sink
10778; P16-R03-BaconAndEggs-443599-445216; P16-R03-BaconAndEggs; 443599; 445216; Take breads_container; Take; breads_container
10779; P21-R04-ContinentalBreakfast-1374440-1376400; P21-R04-ContinentalBreakfast; 1374440; 1376400; Take storage_container; Take; storage_container
10780; P10-R06-GreekSalad-634000-638400; P10-R06-GreekSalad; 634000; 638400; Take storage_container; Take; storage_container
10781; OP03-R06-GreekSalad-573800-577330; OP03-R06-GreekSalad; 573800; 577330; Take tomato; Take; tomato
10782; P02-R04-ContinentalBreakfast-656512-658168; P02-R04-ContinentalBreakfast; 656512; 658168; Put teabag_container; Put; teabag_container
10784; P04-R05-Cheeseburger-292153-294232; P04-R05-Cheeseburger; 292153; 294232; Open fridge; Open; fridge
10785; OP03-R03-BaconAndEggs-662641-666364; OP03-R03-BaconAndEggs; 662641; 666364; Put pan; Put; pan
10786; P11-R01-PastaSalad-1049510-1050133; P11-R01-PastaSalad; 1049510; 1050133; Put trashtrash_container; Put; trashtrash_container
10788; P02-R01-PastaSalad-1368205-1368976; P02-R01-PastaSalad; 1368205; 1368976; Take oil_container; Take; oil_container
10789; P07-R01-PastaSalad-2389205-2393785; P07-R01-PastaSalad; 2389205; 2393785; Clean/Wipe counter; Clean/Wipe; counter
10790; OP06-R06-GreekSalad-312075-319350; OP06-R06-GreekSalad; 312075; 319350; Take unknown; Take; unknown
10791; P11-R02-TurkeySandwich-448755-449875; P11-R02-TurkeySandwich; 448755; 449875; Put cheese_container; Put; cheese_container
10792; P18-R03-BaconAndEggs-282080-283547; P18-R03-BaconAndEggs; 282080; 283547; Put pan; Put; pan
10793; OP02-R04-ContinentalBreakfast-393295-395145; OP02-R04-ContinentalBreakfast; 393295; 395145; Put cup; Put; cup
10794; P13-R01-PastaSalad-529890-532810; P13-R01-PastaSalad; 529890; 532810; Open fridge; Open; fridge
10795; P07-R01-PastaSalad-576570-577450; P07-R01-PastaSalad; 576570; 577450; Put cutting_board; Put; cutting_board
10797; P25-R06-GreekSalad-205479-208457; P25-R06-GreekSalad; 205479; 208457; Put olive_container; Put; olive_container
10798; P17-R03-BaconAndEggs-1018800-1022800; P17-R03-BaconAndEggs; 1018800; 1022800; Other bread; Other; bread
10800; OP04-R01-PastaSalad-371637-372207; OP04-R01-PastaSalad; 371637; 372207; Put carrot; Put; carrot
10801; OP05-R03-BaconAndEggs-102505-103405; OP05-R03-BaconAndEggs; 102505; 103405; Take bowl; Take; bowl
10802; OP06-R07-Pizza-617000-618320; OP06-R07-Pizza; 617000; 618320; Operate stove; Operate; stove
10804; P22-R03-BaconAndEggs-2206468-2218160; P22-R03-BaconAndEggs; 2206468; 2218160; Wash cooking_utensil; Wash; cooking_utensil
10805; OP04-R01-PastaSalad-430479-445829; OP04-R01-PastaSalad; 430479; 445829; Cut cucumber; Cut; cucumber
10806; OP02-R03-BaconAndEggs-716985-725865; OP02-R03-BaconAndEggs; 716985; 725865; Open condiment_container; Open; condiment_container
10808; P20-R03-BaconAndEggs-426822-432618; P20-R03-BaconAndEggs; 426822; 432618; Take plate; Take; plate
10809; P01-R01-PastaSalad-664778-666965; P01-R01-PastaSalad; 664778; 666965; Take bell_pepper; Take; bell_pepper
10810; OP01-R01-PastaSalad-491430-499000; OP01-R01-PastaSalad; 491430; 499000; Mix pot,eating_utensil; Mix; pot,eating_utensil
10811; P02-R04-ContinentalBreakfast-1002120-1010441; P02-R04-ContinentalBreakfast; 1002120; 1010441; Clean/Wipe cup,paper_towel; Clean/Wipe; cup,paper_towel
10812; P02-R05-Cheeseburger-823120-825480; P02-R05-Cheeseburger; 823120; 825480; Take patty; Take; patty
10813; P20-R04-ContinentalBreakfast-440040-442811; P20-R04-ContinentalBreakfast; 440040; 442811; Take condiment_container; Take; condiment_container
10814; P01-R02-TurkeySandwich-380310-381382; P01-R02-TurkeySandwich; 380310; 381382; Put lettuce; Put; lettuce
10816; P11-R01-PastaSalad-522549-527699; P11-R01-PastaSalad; 522549; 527699; Operate stove; Operate; stove
10817; P02-R06-GreekSalad-294980-296340; P02-R06-GreekSalad; 294980; 296340; Transfer vegetable,cutting_board,bowl; Transfer; vegetable,cutting_board,bowl
10818; P14-R02-TurkeySandwich-479987-481610; P14-R02-TurkeySandwich; 479987; 481610; Take cheese_container; Take; cheese_container
10819; OP06-R07-Pizza-75735-111510; OP06-R07-Pizza; 75735; 111510; Cut mushroom; Cut; mushroom
10820; P04-R01-PastaSalad-1700601-1702048; P04-R01-PastaSalad; 1700601; 1702048; Open dishwasher; Open; dishwasher
10821; OP06-R07-Pizza-487555-490815; OP06-R07-Pizza; 487555; 490815; Open cheese_container; Open; cheese_container
10822; OP03-R07-Pizza-387192-389182; OP03-R07-Pizza; 387192; 389182; Pour oil,oil_container,pan; Pour; oil,oil_container,pan
10823; P10-R05-Cheeseburger-820120-821290; P10-R05-Cheeseburger; 820120; 821290; Take lid; Take; lid
10824; P09-R01-PastaSalad-1084976-1085976; P09-R01-PastaSalad; 1084976; 1085976; Take onion; Take; onion
10825; P02-R01-PastaSalad-171189-172586; P02-R01-PastaSalad; 171189; 172586; Take condiment_container; Take; condiment_container
10826; P22-R03-BaconAndEggs-2030088-2033415; P22-R03-BaconAndEggs; 2030088; 2033415; Pour water,bowl,sink; Pour; water,bowl,sink
10827; P22-R03-BaconAndEggs-269313-271904; P22-R03-BaconAndEggs; 269313; 271904; Open fridge; Open; fridge
10828; P16-R03-BaconAndEggs-1078085-1079560; P16-R03-BaconAndEggs; 1078085; 1079560; Close cabinet; Close; cabinet
10829; P19-R03-BaconAndEggs-1357929-1359645; P19-R03-BaconAndEggs; 1357929; 1359645; Take pan; Take; pan
10830; P03-R01-PastaSalad-527705-528587; P03-R01-PastaSalad; 527705; 528587; Take bowl; Take; bowl
10831; P02-R04-ContinentalBreakfast-719610-732128; P02-R04-ContinentalBreakfast; 719610; 732128; Take cup; Take; cup
10832; P17-R03-BaconAndEggs-1293588-1294379; P17-R03-BaconAndEggs; 1293588; 1294379; Put sponge; Put; sponge
10833; OP01-R01-PastaSalad-1312625-1313945; OP01-R01-PastaSalad; 1312625; 1313945; Take eating_utensil; Take; eating_utensil
10834; P06-R01-PastaSalad-776392-778954; P06-R01-PastaSalad; 776392; 778954; Pour vegetable,pot,strainer; Pour; vegetable,pot,strainer
10835; P13-R01-PastaSalad-2184050-2185024; P13-R01-PastaSalad; 2184050; 2185024; Put carrot; Put; carrot
10836; P21-R06-GreekSalad-820155-824712; P21-R06-GreekSalad; 820155; 824712; Open condiment_container; Open; condiment_container
10837; OP04-R05-Cheeseburger-92940-94140; OP04-R05-Cheeseburger; 92940; 94140; Open patty_container; Open; patty_container
10838; OP01-R07-Pizza-453795-454465; OP01-R07-Pizza; 453795; 454465; Take cooking_utensil; Take; cooking_utensil
10839; OP03-R02-TurkeySandwich-325390-326270; OP03-R02-TurkeySandwich; 325390; 326270; Close condiment_container; Close; condiment_container
10840; P19-R04-ContinentalBreakfast-318453-324238; P19-R04-ContinentalBreakfast; 318453; 324238; Inspect/Read teabag; Inspect/Read; teabag
10842; P19-R04-ContinentalBreakfast-214041-220034; P19-R04-ContinentalBreakfast; 214041; 220034; Open bread_container; Open; bread_container
10843; OP02-R04-ContinentalBreakfast-48505-51235; OP02-R04-ContinentalBreakfast; 48505; 51235; Take eating_utensil; Take; eating_utensil
10844; OP01-R03-BaconAndEggs-351384-372084; OP01-R03-BaconAndEggs; 351384; 372084; Spread condiment,bread,eating_utensil; Spread; condiment,bread,eating_utensil
10845; P11-R01-PastaSalad-132350-134350; P11-R01-PastaSalad; 132350; 134350; Take pot; Take; pot
10846; P14-R01-PastaSalad-1070297-1075809; P14-R01-PastaSalad; 1070297; 1075809; Divide/Pull Apart onion; Divide/Pull Apart; onion
10847; P18-R03-BaconAndEggs-825954-826870; P18-R03-BaconAndEggs; 825954; 826870; Move Around bacon; Move Around; bacon
10848; OP04-R02-TurkeySandwich-100830-102020; OP04-R02-TurkeySandwich; 100830; 102020; Take lettuce_container; Take; lettuce_container
10849; P07-R01-PastaSalad-109075-110565; P07-R01-PastaSalad; 109075; 110565; Put plastic_shelf; Put; plastic_shelf
10850; P03-R01-PastaSalad-1443995-1444778; P03-R01-PastaSalad; 1443995; 1444778; Put cutting_board; Put; cutting_board
10851; P14-R01-PastaSalad-838097-838847; P14-R01-PastaSalad; 838097; 838847; Take eating_utensil; Take; eating_utensil
10852; P21-R05-Cheeseburger-385426-387264; P21-R05-Cheeseburger; 385426; 387264; Take onion; Take; onion
10853; P24-R03-BaconAndEggs-756171-757184; P24-R03-BaconAndEggs; 756171; 757184; Take seasoning_container; Take; seasoning_container
10854; P25-R06-GreekSalad-1991068-1992421; P25-R06-GreekSalad; 1991068; 1992421; Close drawer; Close; drawer
10855; P02-R01-PastaSalad-555469-556469; P02-R01-PastaSalad; 555469; 556469; Cut carrot; Cut; carrot
10856; OP01-R01-PastaSalad-846165-848065; OP01-R01-PastaSalad; 846165; 848065; Inspect/Read recipe; Inspect/Read; recipe
10857; P04-R06-GreekSalad-767250-769130; P04-R06-GreekSalad; 767250; 769130; Inspect/Read recipe; Inspect/Read; recipe
10858; P05-R01-PastaSalad-234751-236079; P05-R01-PastaSalad; 234751; 236079; Inspect/Read cabinet; Inspect/Read; cabinet
10859; P15-R01-PastaSalad-547550-550350; P15-R01-PastaSalad; 547550; 550350; Cut cucumber; Cut; cucumber
10860; P12-R01-PastaSalad-157110-165750; P12-R01-PastaSalad; 157110; 165750; Take bell_pepper; Take; bell_pepper
10861; OP04-R06-GreekSalad-288980-289780; OP04-R06-GreekSalad; 288980; 289780; Open fridge; Open; fridge
10862; P12-R01-PastaSalad-265642-267305; P12-R01-PastaSalad; 265642; 267305; Open fridge; Open; fridge
10863; P13-R01-PastaSalad-1560162-1565640; P13-R01-PastaSalad; 1560162; 1565640; Divide/Pull Apart onion; Divide/Pull Apart; onion
10864; P06-R02-TurkeySandwich-436942-437956; P06-R02-TurkeySandwich; 436942; 437956; Put cutting_board; Put; cutting_board
10865; P01-R02-TurkeySandwich-645318-646877; P01-R02-TurkeySandwich; 645318; 646877; Move Around tomato; Move Around; tomato
10866; P02-R04-ContinentalBreakfast-715768-717560; P02-R04-ContinentalBreakfast; 715768; 717560; Clean/Wipe eating_utensil,paper_towel; Clean/Wipe; eating_utensil,paper_towel
10867; P13-R01-PastaSalad-793262-795050; P13-R01-PastaSalad; 793262; 795050; Put eating_utensil; Put; eating_utensil
10868; P23-R03-BaconAndEggs-155062-156431; P23-R03-BaconAndEggs; 155062; 156431; Put bowl; Put; bowl
10869; OP01-R07-Pizza-392615-394255; OP01-R07-Pizza; 392615; 394255; Close oil_container; Close; oil_container
10870; OP04-R05-Cheeseburger-104350-105310; OP04-R05-Cheeseburger; 104350; 105310; Close fridge; Close; fridge
10871; P14-R01-PastaSalad-1233257-1234650; P14-R01-PastaSalad; 1233257; 1234650; Put onion; Put; onion
10872; P16-R03-BaconAndEggs-1875400-1881900; P16-R03-BaconAndEggs; 1875400; 1881900; Spread condiment,bread,eating_utensil; Spread; condiment,bread,eating_utensil
10873; P18-R03-BaconAndEggs-974937-983283; P18-R03-BaconAndEggs; 974937; 983283; Move Around bacon; Move Around; bacon
10874; P22-R03-BaconAndEggs-513700-516278; P22-R03-BaconAndEggs; 513700; 516278; Inspect/Read fridge; Inspect/Read; fridge
10875; OP04-R07-Pizza-79690-100400; OP04-R07-Pizza; 79690; 100400; Transfer cheese,grocery_bag,pizza; Transfer; cheese,grocery_bag,pizza
10876; P17-R03-BaconAndEggs-640300-653500; P17-R03-BaconAndEggs; 640300; 653500; Inspect/Read recipe; Inspect/Read; recipe
10877; P09-R01-PastaSalad-1057688-1062160; P09-R01-PastaSalad; 1057688; 1062160; Cut olive; Cut; olive
10878; OP05-R03-BaconAndEggs-26760-34480; OP05-R03-BaconAndEggs; 26760; 34480; Operate stove; Operate; stove
10880; OP02-R03-BaconAndEggs-124800-126830; OP02-R03-BaconAndEggs; 124800; 126830; Open fridge; Open; fridge
10882; P18-R03-BaconAndEggs-950164-952490; P18-R03-BaconAndEggs; 950164; 952490; Take bread; Take; bread
10883; P02-R01-PastaSalad-215373-217580; P02-R01-PastaSalad; 215373; 217580; Wash tomato; Wash; tomato
10884; P02-R04-ContinentalBreakfast-405010-409659; P02-R04-ContinentalBreakfast; 405010; 409659; Take condiment_container; Take; condiment_container
10885; OP03-R04-ContinentalBreakfast-87530-89559; OP03-R04-ContinentalBreakfast; 87530; 89559; Put cup; Put; cup
10886; OP04-R07-Pizza-121540-123596; OP04-R07-Pizza; 121540; 123596; Put plate; Put; plate
10887; P04-R05-Cheeseburger-234303-235679; P04-R05-Cheeseburger; 234303; 235679; Open cabinet; Open; cabinet
10888; OP04-R07-Pizza-367518-370109; OP04-R07-Pizza; 367518; 370109; Transfer mushroom,plate,pan; Transfer; mushroom,plate,pan
10889; P04-R01-PastaSalad-748418-752737; P04-R01-PastaSalad; 748418; 752737; Cut bell_pepper; Cut; bell_pepper
10890; OP04-R03-BaconAndEggs-136741-139029; OP04-R03-BaconAndEggs; 136741; 139029; Open milk_container; Open; milk_container
10891; P23-R03-BaconAndEggs-106900-107600; P23-R03-BaconAndEggs; 106900; 107600; Take eating_utensil; Take; eating_utensil
10892; P09-R01-PastaSalad-357652-359037; P09-R01-PastaSalad; 357652; 359037; Pour pasta,pasta_container,bowl; Pour; pasta,pasta_container,bowl
10893; P06-R01-PastaSalad-1330673-1340940; P06-R01-PastaSalad; 1330673; 1340940; Wash bowl; Wash; bowl
10894; OP03-R07-Pizza-109585-111518; OP03-R07-Pizza; 109585; 111518; Close fridge; Close; fridge
10895; P26-R05-Cheeseburger-1593192-1595050; P26-R05-Cheeseburger; 1593192; 1595050; Take cutting_board; Take; cutting_board
10896; OP05-R04-ContinentalBreakfast-259320-263970; OP05-R04-ContinentalBreakfast; 259320; 263970; Pour water,faucet,pot; Pour; water,faucet,pot
10897; P02-R03-BaconAndEggs-1414423-1415045; P02-R03-BaconAndEggs; 1414423; 1415045; Take paper_towel; Take; paper_towel
10898; OP01-R04-ContinentalBreakfast-174480-176400; OP01-R04-ContinentalBreakfast; 174480; 176400; Put bread; Put; bread
10899; P14-R01-PastaSalad-1524663-1530615; P14-R01-PastaSalad; 1524663; 1530615; Wash sponge; Wash; sponge
10900; P21-R05-Cheeseburger-138047-158610; P21-R05-Cheeseburger; 138047; 158610; Take patty; Take; patty
10901; P02-R05-Cheeseburger-173640-176800; P02-R05-Cheeseburger; 173640; 176800; Take bread_container; Take; bread_container
10902; P15-R01-PastaSalad-1663400-1666000; P15-R01-PastaSalad; 1663400; 1666000; Clean/Wipe counter; Clean/Wipe; counter
